Country;year;ppm
Ethiopia;2005;5657
Fiji;2005;755
Finland;2005;58611
France;2005;411329
French Guiana;2005;814
French Polynesia;2005;550
Gabon;2005;6422
Gambia;2005;219
Georgia;2005;4637
Germany;2005;846455
Ghana;2005;7084
Greece;2005;103584
Greenland;2005;2
Grenada;2005;505
Guadeloupe;2005;1929
Guam;2005;11
Guatemala;2005;12463
Guinea;2005;1263
Guyana;2005;1566
Haiti;2005;2231
Honduras;2005;6516
Hong Kong;2005;43041
Hungary;2005;59146
Iceland;2005;3107
India;2005;1286982
Indonesia;2005;359539
Iran;2005;446251
Iraq;2005;99834
Ireland;2005;46476
Israel;2005;63897
Italy;2005;484447
Jamaica;2005;11226
Japan;2005;1314836
Jordan;2005;19748
Kazakhstan;2005;191703
Kenya;2005;10310
Kiribati;2005;27
Kuwait;2005;76868
Kyrgyzstan;2005;5701
Latvia;2005;8027
Lebanon;2005;17758
Lesotho;2005;175
Liberia;2005;486
Lithuania;2005;13416
Luxembourg;2005;11834
Madagascar;2005;1760
Malawi;2005;824
Malaysia;2005;172206
Mali;2005;528
Malta;2005;2734
Martinique;2005;1807
Mauritania;2005;3114
Mauritius;2005;2404
Mexico;2005;419803
Mongolia;2005;10454
Montserrat;2005;429
Morocco;2005;53166
Mozambique;2005;2678
Namibia;2005;3033
Nepal;2005;3383
Netherlands;2005;178600
New Caledonia;2005;1228
New Zealand;2005;40575
Nicaragua;2005;4399
Niger;2005;771
Nigeria;2005;93530
Norway;2005;44153
Oman;2005;32703
Pakistan;2005;132376
Panama;2005;6013
Papua New Guinea;2005;3878
Paraguay;2005;3905
Peru;2005;31388
Philippines;2005;78292
Poland;2005;309738
Portugal;2005;67410
Puerto Rico;2005;670
Qatar;2005;42324
Reunion;2005;1835
Romania;2005;101633
Russia;2005;1723289
Rwanda;2005;622
Samoa;2005;141
Saudi Arabia;2005;323603
Senegal;2005;5744
Seychelles;2005;647
Sierra Leone;2005;794
Singapore;2005;41004
Slovakia;2005;41283
Slovenia;2005;17799
Solomon Islands;2005;288
Somalia;2005;483
South Africa;2005;358574
Spain;2005;362709
Sri Lanka;2005;14595
Sudan;2005;9875
Suriname;2005;1428
Swaziland;2005;757
Sweden;2005;55027
Switzerland;2005;46469
Taiwan;2005;269755
Tajikistan;2005;6548
Tanzania;2005;4650
Thailand;2005;225558
Togo;2005;1318
Tonga;2005;73
Tunisia;2005;22551
Turkey;2005;246134
Turkmenistan;2005;45062
Uganda;2005;1357
Ukraine;2005;335471
United Arab Emirates;2005;118140
United Kingdom;2005;553868
United States;2005;5935204
Uruguay;2005;5476
Uzbekistan;2005;114395
Venezuela;2005;148706
Vietnam;2005;99087
Western Sahara;2005;225
Yemen;2005;21609
Zambia;2005;2320
Zimbabwe;2005;11588
Afghanistan;2006;513
Albania;2006;4389
Algeria;2006;98427
American Samoa;2006;19
Angola;2006;15840
Argentina;2006;168691
Armenia;2006;4504
Aruba;2006;281
Australia;2006;418824
Austria;2006;80587
Azerbaijan;2006;31742
Bahamas;2006;3662
Bahrain;2006;21752
Bangladesh;2006;36732
Barbados;2006;1154
Belarus;2006;67316
Belgium;2006;114261
Belize;2006;831
Benin;2006;3713
Bhutan;2006;360
Bolivia;2006;10804
Botswana;2006;4257
Brazil;2006;373163
Bulgaria;2006;52793
Burkina Faso;2006;786
Burundi;2006;1891
Cambodia;2006;3275
Cameroon;2006;6158
Canada;2006;553989
Cape Verde;2006;143
Cayman Islands;2006;314
Central African Republic;2006;463
Chad;2006;167
Chile;2006;74929
China;2006;6462101
Colombia;2006;59891
Comoros;2006;75
Congo;2006;4625
Costa Rica;2006;6727
Croatia;2006;22700
Cuba;2006;26911
Cyprus;2006;7652
Czech Republic;2006;128061
Denmark;2006;57713
Djibouti;2006;1303
Dominica;2006;133
Dominican Republic;2006;20392
Ecuador;2006;28373
Egypt;2006;180414
El Salvador;2006;6547
Equatorial Guinea;2006;3057
Eritrea;2006;561
Estonia;2006;16437
Ethiopia;2006;6169
Fiji;2006;843
Finland;2006;70228
France;2006;401356
French Guiana;2006;862
French Polynesia;2006;525
Gabon;2006;5738
Gambia;2006;223
Georgia;2006;5101
Germany;2006;859428
Ghana;2006;8667
Greece;2006;102132
Greenland;2006;2
Grenada;2006;569
Guadeloupe;2006;1863
Guam;2006;11
Guatemala;2006;12409
Guinea;2006;1238
Guyana;2006;1553
Haiti;2006;2276
Honduras;2006;6376
Hong Kong;2006;43952
Hungary;2006;59169
Iceland;2006;3241
India;2006;1380346
Indonesia;2006;375170
Iran;2006;484105
Iraq;2006;103847
Ireland;2006;47916
Israel;2006;65697
Italy;2006;488489
Jamaica;2006;12391
Japan;2006;1297584
Jordan;2006;20095
Kazakhstan;2006;213431
Kenya;2006;11404
Kiribati;2006;26
Kuwait;2006;72237
Kyrgyzstan;2006;5566
Latvia;2006;8461
Lebanon;2006;15208
Lesotho;2006;172
Liberia;2006;472
Lithuania;2006;13831
Luxembourg;2006;11848
Madagascar;2006;1792
Malawi;2006;825
Malaysia;2006;177244
Mali;2006;534
Malta;2006;2609
Martinique;2006;1897
Mauritania;2006;3025
Mauritius;2006;2448
Mexico;2006;438227
Mongolia;2006;11190
Montserrat;2006;387
Morocco;2006;54043
Mozambique;2006;2844
Namibia;2006;3207
Nepal;2006;3467
Netherlands;2006;173467
New Caledonia;2006;1192
New Zealand;2006;41311
Nicaragua;2006;4271
Niger;2006;811
Nigeria;2006;84030
Norway;2006;44626
Oman;2006;34695
Pakistan;2006;143195
Panama;2006;6871
Papua New Guinea;2006;4368
Paraguay;2006;4046
Peru;2006;30808
Philippines;2006;72996
Poland;2006;322294
Portugal;2006;60489
Puerto Rico;2006;659
Qatar;2006;46942
Reunion;2006;1798
Romania;2006;106205
Russia;2006;1785151
Rwanda;2006;659
Samoa;2006;159
Saudi Arabia;2006;337148
Senegal;2006;5670
Seychelles;2006;684
Sierra Leone;2006;851
Singapore;2006;41470
Slovakia;2006;40526
Slovenia;2006;18186
Solomon Islands;2006;315
Somalia;2006;484
South Africa;2006;360880
Spain;2006;354120
Sri Lanka;2006;13318
Sudan;2006;11181
Suriname;2006;1494
Swaziland;2006;784
Sweden;2006;54244
Switzerland;2006;46077
Taiwan;2006;276999
Tajikistan;2006;7265
Tanzania;2006;4972
Thailand;2006;226884
Togo;2006;1237
Tonga;2006;72
Tunisia;2006;23414
Turkey;2006;272519
Turkmenistan;2006;45616
Uganda;2006;1385
Ukraine;2006;333697
United Arab Emirates;2006;125337
United Kingdom;2006;554549
United States;2006;5838304
Uruguay;2006;6387
Uzbekistan;2006;118647
Venezuela;2006;154712
Vietnam;2006;103319
Western Sahara;2006;213
Yemen;2006;23255
Zambia;2006;2655
Zimbabwe;2006;11037
Afghanistan;2007;548
Albania;2007;4431
Algeria;2007;102106
American Samoa;2007;19
Angola;2007;16476
Argentina;2007;176342
Armenia;2007;5133
Aruba;2007;317
Australia;2007;420641
Austria;2007;78157
Azerbaijan;2007;27238
Bahamas;2007;3816
Bahrain;2007;23113
Bangladesh;2007;40613
Barbados;2007;1198
Belarus;2007;67874
Belgium;2007;110906
Belize;2007;822
Benin;2007;3857
Bhutan;2007;415
Bolivia;2007;12164
Botswana;2007;4864
Brazil;2007;390616
Bulgaria;2007;55109
Burkina Faso;2007;884
Burundi;2007;1975
Cambodia;2007;3686
Cameroon;2007;6498
Canada;2007;591929
Cape Verde;2007;153
Cayman Islands;2007;341
Central African Republic;2007;503
Chad;2007;181
Chile;2007;83115
China;2007;6964721
Colombia;2007;61280
Comoros;2007;182
Congo;2007;4124
Costa Rica;2007;7379
Croatia;2007;25439
Cuba;2007;27358
Cyprus;2007;7950
Czech Republic;2007;130027
Denmark;2007;52941
Djibouti;2007;1570
Dominica;2007;136
Dominican Republic;2007;21155
Ecuador;2007;28957
Egypt;2007;188550
El Salvador;2007;7147
Equatorial Guinea;2007;3153
Eritrea;2007;549
Estonia;2007;20264
Ethiopia;2007;6928
Fiji;2007;969
Finland;2007;67751
France;2007;394399
French Guiana;2007;885
French Polynesia;2007;559
Gabon;2007;5557
Gambia;2007;233
Georgia;2007;5961
Germany;2007;837713
Ghana;2007;9094
Greece;2007;105894
Greenland;2007;2
Grenada;2007;566
Guadeloupe;2007;1966
Guam;2007;11
Guatemala;2007;13229
Guinea;2007;1288
Guyana;2007;1629
Haiti;2007;2572
Honduras;2007;8744
Hong Kong;2007;45560
Hungary;2007;57516
Iceland;2007;3487
India;2007;1476591
Indonesia;2007;399205
Iran;2007;511050
Iraq;2007;104453
Ireland;2007;46838
Israel;2007;68895
Italy;2007;471728
Jamaica;2007;13276
Japan;2007;1329642
Jordan;2007;21003
Kazakhstan;2007;218443
Kenya;2007;11736
Kiribati;2007;33
Kuwait;2007;71774
Kyrgyzstan;2007;6245
Latvia;2007;8768
Lebanon;2007;13397
Lesotho;2007;184
Liberia;2007;502
Lithuania;2007;14770
Luxembourg;2007;11365
Madagascar;2007;1968
Malawi;2007;876
Malaysia;2007;191434
Mali;2007;568
Malta;2007;2763
Martinique;2007;1976
Mauritania;2007;3032
Mauritius;2007;2527
Mexico;2007;453195
Mongolia;2007;11950
Montserrat;2007;498
Morocco;2007;55733
Mozambique;2007;3248
Namibia;2007;3376
Nepal;2007;3565
Netherlands;2007;171532
New Caledonia;2007;1197
New Zealand;2007;39704
Nicaragua;2007;4632
Niger;2007;964
Nigeria;2007;78972
Norway;2007;45255
Oman;2007;36341
Pakistan;2007;159878
Panama;2007;6668
Papua New Guinea;2007;4424
Paraguay;2007;4179
Peru;2007;33392
Philippines;2007;78601
Poland;2007;322933
Portugal;2007;59845
Puerto Rico;2007;597
Qatar;2007;52971
Reunion;2007;1858
Romania;2007;102474
Russia;2007;1812492
Rwanda;2007;685
Samoa;2007;159
Saudi Arabia;2007;356088
Senegal;2007;5832
Seychelles;2007;742
Sierra Leone;2007;881
Singapore;2007;42609
Slovakia;2007;40484
Slovenia;2007;18291
Solomon Islands;2007;404
Somalia;2007;531
South Africa;2007;370958
Spain;2007;367364
Sri Lanka;2007;14504
Sudan;2007;11151
Suriname;2007;1476
Swaziland;2007;1009
Sweden;2007;51650
Switzerland;2007;44257
Taiwan;2007;279646
Tajikistan;2007;8231
Tanzania;2007;5274
Thailand;2007;220831
Togo;2007;1237
Tonga;2007;72
Tunisia;2007;24334
Turkey;2007;297759
Turkmenistan;2007;49504
Uganda;2007;1474
Ukraine;2007;347499
United Arab Emirates;2007;140775
United Kingdom;2007;543127
United States;2007;5914141
Uruguay;2007;5898
Uzbekistan;2007;118056
Venezuela;2007;155167
Vietnam;2007;111744
Western Sahara;2007;234
Yemen;2007;24302
Zambia;2007;2223
Zimbabwe;2007;10360
Afghanistan;2008;558
Albania;2008;4369
Algeria;2008;106292
American Samoa;2008;19
Angola;2008;16306
Argentina;2008;176713
Armenia;2008;8012
Aruba;2008;338
Australia;2008;436467
Austria;2008;79357
Azerbaijan;2008;33738
Bahamas;2008;3963
Bahrain;2008;25586
Bangladesh;2008;44215
Barbados;2008;1210
Belarus;2008;72319
Belgium;2008;116139
Belize;2008;862
Benin;2008;3730
Bhutan;2008;427
Bolivia;2008;12347
Botswana;2008;4504
Brazil;2008;410184
Bulgaria;2008;54956
Burkina Faso;2008;919
Burundi;2008;1991
Cambodia;2008;1322
Cameroon;2008;6378
Canada;2008;565229
Cape Verde;2008;157
Cayman Islands;2008;358
Central African Republic;2008;522
Chad;2008;194
Chile;2008;80780
China;2008;7738525
Colombia;2008;67193
Comoros;2008;191
Congo;2008;4109
Costa Rica;2008;7070
Croatia;2008;25129
Cuba;2008;32386
Cyprus;2008;8027
Czech Republic;2008;124582
Denmark;2008;49972
Djibouti;2008;1638
Dominica;2008;142
Dominican Republic;2008;21326
Ecuador;2008;27672
Egypt;2008;189078
El Salvador;2008;7046
Equatorial Guinea;2008;2978
Eritrea;2008;711
Estonia;2008;18641
Ethiopia;2008;6543
Fiji;2008;1012
Finland;2008;60815
France;2008;396885
French Guiana;2008;916
French Polynesia;2008;585
Gabon;2008;5842
Gambia;2008;241
Georgia;2008;5310
Germany;2008;857246
Ghana;2008;8169
Greece;2008;102012
Greenland;2008;2
Grenada;2008;582
Guadeloupe;2008;2034
Guam;2008;11
Guatemala;2008;13256
Guinea;2008;1327
Guyana;2008;1654
Haiti;2008;2355
Honduras;2008;8619
Hong Kong;2008;48369
Hungary;2008;57597
Iceland;2008;3932
India;2008;1561635
Indonesia;2008;406938
Iran;2008;373595
Iraq;2008;110838
Ireland;2008;47191
Israel;2008;67062
Italy;2008;456042
Jamaica;2008;11758
Japan;2008;1252164
Jordan;2008;21413
Kazakhstan;2008;227613
Kenya;2008;11706
Kiribati;2008;33
Kuwait;2008;74610
Kyrgyzstan;2008;6609
Latvia;2008;8421
Lebanon;2008;16537
Lesotho;2008;190
Liberia;2008;519
Lithuania;2008;15711
Luxembourg;2008;10949
Madagascar;2008;2028
Malawi;2008;888
Malaysia;2008;198956
Mali;2008;588
Malta;2008;1672
Martinique;2008;2055
Mauritania;2008;3124
Mauritius;2008;2671
Mexico;2008;446765
Mongolia;2008;12276
Montserrat;2008;509
Morocco;2008;55019
Mozambique;2008;3373
Namibia;2008;3333
Nepal;2008;3692
Netherlands;2008;170401
New Caledonia;2008;1185
New Zealand;2008;39033
Nicaragua;2008;4584
Niger;2008;880
Nigeria;2008;87133
Norway;2008;44086
Oman;2008;38642
Pakistan;2008;158342
Panama;2008;9998
Papua New Guinea;2008;4869
Paraguay;2008;4328
Peru;2008;36453
Philippines;2008;82417
Poland;2008;324275
Portugal;2008;55381
Puerto Rico;2008;585
Qatar;2008;54394
Reunion;2008;1917
Romania;2008;97750
Russia;2008;1803141
Rwanda;2008;708
Samoa;2008;161
Saudi Arabia;2008;379537
Senegal;2008;6258
Seychelles;2008;761
Sierra Leone;2008;912
Singapore;2008;42601
Slovakia;2008;41447
Slovenia;2008;18618
Solomon Islands;2008;429
Somalia;2008;554
South Africa;2008;365828
Spain;2008;332578
Sri Lanka;2008;14392
Sudan;2008;11853
Suriname;2008;1464
Swaziland;2008;847
Sweden;2008;50463
Switzerland;2008;46568
Taiwan;2008;267474
Tajikistan;2008;7792
Tanzania;2008;5481
Thailand;2008;227057
Togo;2008;2605
Tonga;2008;66
Tunisia;2008;25651
Turkey;2008;284647
Turkmenistan;2008;53440
Uganda;2008;1531
Ukraine;2008;339264
United Arab Emirates;2008;154236
United Kingdom;2008;532878
United States;2008;5743708
Uruguay;2008;5651
Uzbekistan;2008;125717
Venezuela;2008;161328
Vietnam;2008;120703
Western Sahara;2008;245
Yemen;2008;24949
Zambia;2008;2431
Zimbabwe;2008;10829
Afghanistan;2009;559
Albania;2009;4227
Algeria;2009;112541
American Samoa;2009;20
Angola;2009;17289
Argentina;2009;168523
Armenia;2009;6621
Aruba;2009;363
Australia;2009;433418
Austria;2009;72494
Azerbaijan;2009;28620
Bahamas;2009;4131
Bahrain;2009;26133
Bangladesh;2009;47114
Barbados;2009;1233
Belarus;2009;72137
Belgium;2009;109934
Belize;2009;888
Benin;2009;4019
Bhutan;2009;456
Bolivia;2009;12952
Botswana;2009;4282
Brazil;2009;383855
Bulgaria;2009;48722
Burkina Faso;2009;962
Burundi;2009;2158
Cambodia;2009;1353
Cameroon;2009;6812
Canada;2009;542722
Cape Verde;2009;154
Cayman Islands;2009;374
Central African Republic;2009;547
Chad;2009;205
Chile;2009;76241
China;2009;8209808
Colombia;2009;71151
Comoros;2009;227
Congo;2009;4086
Costa Rica;2009;6749
Croatia;2009;23733
Cuba;2009;41965
Cyprus;2009;7929
Czech Republic;2009;117218
Denmark;2009;48218
Djibouti;2009;1745
Dominica;2009;146
Dominican Republic;2009;21959
Ecuador;2009;30312
Egypt;2009;190793
El Salvador;2009;7160
Equatorial Guinea;2009;2934
Eritrea;2009;731
Estonia;2009;15662
Ethiopia;2009;6578
Fiji;2009;1101
Finland;2009;59371
France;2009;384037
French Guiana;2009;949
French Polynesia;2009;596
Gabon;2009;5660
Gambia;2009;248
Georgia;2009;6216
Germany;2009;813188
Ghana;2009;9857
Greece;2009;98090
Greenland;2009;2
Grenada;2009;608
Guadeloupe;2009;2069
Guam;2009;11
Guatemala;2009;14398
Guinea;2009;1352
Guyana;2009;1683
Haiti;2009;2343
Honduras;2009;8035
Hong Kong;2009;51695
Hungary;2009;52443
Iceland;2009;4190
India;2009;1686860
Indonesia;2009;418523
Iran;2009;382617
Iraq;2009;132586
Ireland;2009;42688
Israel;2009;66548
Italy;2009;408702
Jamaica;2009;9959
Japan;2009;1179669
Jordan;2009;22382
Kazakhstan;2009;196836
Kenya;2009;12510
Kiribati;2009;36
Kuwait;2009;80006
Kyrgyzstan;2009;7845
Latvia;2009;7705
Lebanon;2009;17206
Lesotho;2009;195
Liberia;2009;528
Lithuania;2009;14467
Luxembourg;2009;10440
Madagascar;2009;2100
Malawi;2009;893
Malaysia;2009;184106
Mali;2009;608
Malta;2009;1527
Martinique;2009;2137
Mauritania;2009;3127
Mauritius;2009;2760
Mexico;2009;443052
Mongolia;2009;13053
Montserrat;2009;536
Morocco;2009;54434
Mozambique;2009;3632
Namibia;2009;3589
Nepal;2009;4139
Netherlands;2009;167672
New Caledonia;2009;1171
New Zealand;2009;35367
Nicaragua;2009;4776
Niger;2009;915
Nigeria;2009;73716
Norway;2009;42776
Oman;2009;41555
Pakistan;2009;158751
Panama;2009;11599
Papua New Guinea;2009;5192
Paraguay;2009;4723
Peru;2009;38411
Philippines;2009;82564
Poland;2009;311519
Portugal;2009;55190
Puerto Rico;2009;584
Qatar;2009;61481
Reunion;2009;1945
Romania;2009;84405
Russia;2009;1699876
Rwanda;2009;736
Samoa;2009;168
Saudi Arabia;2009;404835
Senegal;2009;6578
Seychelles;2009;800
Sierra Leone;2009;943
Singapore;2009;40091
Slovakia;2009;38143
Slovenia;2009;16841
Solomon Islands;2009;476
Somalia;2009;577
South Africa;2009;346444
Spain;2009;299289
Sri Lanka;2009;14194
Sudan;2009;12673
Suriname;2009;1478
Swaziland;2009;877
Sweden;2009;47190
Switzerland;2009;45227
Taiwan;2009;253788
Tajikistan;2009;7358
Tanzania;2009;5130
Thailand;2009;224020
Togo;2009;2723
Tonga;2009;64
Tunisia;2009;26246
Turkey;2009;284513
Turkmenistan;2009;50448
Uganda;2009;1589
Ukraine;2009;280375
United Arab Emirates;2009;165491
United Kingdom;2009;484910
United States;2009;5322280
Uruguay;2009;5964
Uzbekistan;2009;115403
Venezuela;2009;162310
Vietnam;2009;135732
Western Sahara;2009;251
Yemen;2009;25457
Zambia;2009;2644
Zimbabwe;2009;11336
Afghanistan;2010;565
Albania;2010;4505
Algeria;2010;114300
American Samoa;2010;20
Angola;2010;18628
Argentina;2010;171718
Armenia;2010;6369
Aruba;2010;389
Australia;2010;433619
Austria;2010;78777
Azerbaijan;2010;28536
Bahamas;2010;4300
Bahrain;2010;27041
Bangladesh;2010;48958
Barbados;2010;1267
Belarus;2010;77741
Belgium;2010;115639
Belize;2010;914
Benin;2010;4333
Bhutan;2010;493
Bolivia;2010;14231
Botswana;2010;4553
Brazil;2010;435385
Bulgaria;2010;50742
Burkina Faso;2010;1005
Burundi;2010;2326
Cambodia;2010;1449
Cameroon;2010;7041
Canada;2010;553492
Cape Verde;2010;151
Cayman Islands;2010;390
Central African Republic;2010;573
Chad;2010;217
Chile;2010;80350
China;2010;8692789
Colombia;2010;71962
Comoros;2010;263
Congo;2010;4056
Costa Rica;2010;7053
Croatia;2010;23105
Cuba;2010;40357
Cyprus;2010;7746
Czech Republic;2010;123220
Denmark;2010;48759
Djibouti;2010;1851
Dominica;2010;150
Dominican Republic;2010;22737
Ecuador;2010;32083
Egypt;2010;196667
El Salvador;2010;6862
Equatorial Guinea;2010;2891
Eritrea;2010;772
Estonia;2010;19470
Ethiopia;2010;6643
Fiji;2010;1197
Finland;2010;68373
France;2010;391094
French Guiana;2010;987
French Polynesia;2010;608
Gabon;2010;5518
Gambia;2010;255
Georgia;2010;5751
Germany;2010;821500
Ghana;2010;10343
Greece;2010;92495
Greenland;2010;2
Grenada;2010;634
Guadeloupe;2010;2115
Guam;2010;12
Guatemala;2010;13686
Guinea;2010;1389
Guyana;2010;1712
Haiti;2010;1999
Honduras;2010;8054
Hong Kong;2010;47305
Hungary;2010;53184
Iceland;2010;4380
India;2010;1776373
Indonesia;2010;451480
Iran;2010;385480
Iraq;2010;158613
Ireland;2010;42690
Israel;2010;70850
Italy;2010;417487
Jamaica;2010;9585
Japan;2010;1236854
Jordan;2010;21855
Kazakhstan;2010;231997
Kenya;2010;13158
Kiribati;2010;38
Kuwait;2010;85985
Kyrgyzstan;2010;7507
Latvia;2010;8714
Lebanon;2010;16803
Lesotho;2010;200
Liberia;2010;545
Lithuania;2010;15841
Luxembourg;2010;11177
Madagascar;2010;2185
Malawi;2010;916
Malaysia;2010;202199
Mali;2010;628
Malta;2010;1598
Martinique;2010;2229
Mauritania;2010;3143
Mauritius;2010;2849
Mexico;2010;459916
Mongolia;2010;13380
Montserrat;2010;563
Morocco;2010;59939
Mozambique;2010;3870
Namibia;2010;3768
Nepal;2010;4395
Netherlands;2010;178014
New Caledonia;2010;1164
New Zealand;2010;34911
Nicaragua;2010;5040
Niger;2010;955
Nigeria;2010;67041
Norway;2010;43926
Oman;2010;41817
Pakistan;2010;153899
Panama;2010;12517
Papua New Guinea;2010;5523
Paraguay;2010;5345
Peru;2010;41903
Philippines;2010;88558
Poland;2010;331746
Portugal;2010;49279
Puerto Rico;2010;631
Qatar;2010;71315
Reunion;2010;1989
Romania;2010;82091
Russia;2010;1710313
Rwanda;2010;769
Samoa;2010;175
Saudi Arabia;2010;425988
Senegal;2010;6870
Seychelles;2010;838
Sierra Leone;2010;986
Singapore;2010;42749
Slovakia;2010;41100
Slovenia;2010;17223
Solomon Islands;2010;523
Somalia;2010;601
South Africa;2010;330852
Spain;2010;282380
Sri Lanka;2010;15837
Sudan;2010;12774
Suriname;2010;1493
Swaziland;2010;907
Sweden;2010;52826
Switzerland;2010;46989
Taiwan;2010;274487
Tajikistan;2010;7700
Tanzania;2010;5403
Thailand;2010;240377
Togo;2010;2880
Tonga;2010;61
Tunisia;2010;27314
Turkey;2010;300178
Turkmenistan;2010;55283
Uganda;2010;1676
Ukraine;2010;302088
United Arab Emirates;2010;177420
United Kingdom;2010;508044
United States;2010;5499996
Uruguay;2010;5601
Uzbekistan;2010;112905
Venezuela;2010;186310
Vietnam;2010;152194
Western Sahara;2010;258
Yemen;2010;24774
Zambia;2010;2801
Zimbabwe;2010;12269
Afghanistan;2011;594
Albania;2011;4869
Algeria;2011;117063
American Samoa;2011;21
Angola;2011;20824
Argentina;2011;175834
Armenia;2011;7327
Aruba;2011;404
Australia;2011;434427
Austria;2011;77125
Azerbaijan;2011;30999
Bahamas;2011;4467
Bahrain;2011;26778
Bangladesh;2011;50013
Barbados;2011;1312
Belarus;2011;78143
Belgium;2011;116691
Belize;2011;952
Benin;2011;4578
Bhutan;2011;654
Bolivia;2011;15537
Botswana;2011;4204
Brazil;2011;456588
Bulgaria;2011;55787
Burkina Faso;2011;1054
Burundi;2011;2440
Cambodia;2011;1525
Cameroon;2011;6586
Canada;2011;555367
Cape Verde;2011;159
Cayman Islands;2011;406
Central African Republic;2011;594
Chad;2011;163
Chile;2011;87628
China;2011;9540668
Colombia;2011;76502
Comoros;2011;276
Congo;2011;4422
Costa Rica;2011;7392
Croatia;2011;22647
Cuba;2011;38588
Cyprus;2011;7382
Czech Republic;2011;122208
Denmark;2011;43661
Djibouti;2011;1945
Dominica;2011;156
Dominican Republic;2011;22515
Ecuador;2011;32270
Egypt;2011;205221
El Salvador;2011;7146
Equatorial Guinea;2011;2611
Eritrea;2011;852
Estonia;2011;21156
Ethiopia;2011;7154
Fiji;2011;1259
Finland;2011;60609
France;2011;363808
French Guiana;2011;1020
French Polynesia;2011;646
Gabon;2011;5601
Gambia;2011;268
Georgia;2011;7188
Germany;2011;802548
Ghana;2011;10982
Greece;2011;90315
Greenland;2011;2
Grenada;2011;661
Guadeloupe;2011;2191
Guam;2011;12
Guatemala;2011;13650
Guinea;2011;1536
Guyana;2011;1785
Haiti;2011;1998
Honduras;2011;8317
Hong Kong;2011;51191
Hungary;2011;51282
Iceland;2011;4530
India;2011;1821715
Indonesia;2011;470461
Iran;2011;397055
Iraq;2011;173482
Ireland;2011;38275
Israel;2011;70196
Italy;2011;411482
Jamaica;2011;10111
Japan;2011;1284353
Jordan;2011;22941
Kazakhstan;2011;232312
Kenya;2011;13297
Kiribati;2011;40
Kuwait;2011;90147
Kyrgyzstan;2011;8140
Latvia;2011;8174
Lebanon;2011;17075
Lesotho;2011;210
Liberia;2011;577
Lithuania;2011;18418
Luxembourg;2011;11084
Madagascar;2011;2281
Malawi;2011;957
Malaysia;2011;212685
Mali;2011;659
Malta;2011;1588
Martinique;2011;2310
Mauritania;2011;3297
Mauritius;2011;2982
Mexico;2011;468821
Mongolia;2011;13737
Montserrat;2011;587
Morocco;2011;65340
Mozambique;2011;4370
Namibia;2011;3780
Nepal;2011;4497
Netherlands;2011;166548
New Caledonia;2011;1226
New Zealand;2011;34179
Nicaragua;2011;5048
Niger;2011;1031
Nigeria;2011;73561
Norway;2011;42612
Oman;2011;46349
Pakistan;2011;155516
Panama;2011;13794
Papua New Guinea;2011;5036
Paraguay;2011;5442
Peru;2011;44588
Philippines;2011;89298
Poland;2011;328390
Portugal;2011;49406
Puerto Rico;2011;61
Qatar;2011;78051
Reunion;2011;2050
Romania;2011;91013
Russia;2011;1799564
Rwanda;2011;804
Samoa;2011;186
Saudi Arabia;2011;444086
Senegal;2011;7183
Seychelles;2011;879
Sierra Leone;2011;1033
Singapore;2011;43055
Slovakia;2011;39946
Slovenia;2011;16890
Solomon Islands;2011;556
Somalia;2011;631
South Africa;2011;328834
Spain;2011;282218
Sri Lanka;2011;17823
Sudan;2011;12145
Suriname;2011;1574
Swaziland;2011;953
Sweden;2011;50848
Switzerland;2011;43027
Taiwan;2011;269489
Tajikistan;2011;7961
Tanzania;2011;5798
Thailand;2011;247210
Togo;2011;3083
Tonga;2011;65
Tunisia;2011;25743
Turkey;2011;319794
Turkmenistan;2011;58837
Uganda;2011;1805
Ukraine;2011;317640
United Arab Emirates;2011;186209
United Kingdom;2011;468544
United States;2011;5374600
Uruguay;2011;6578
Uzbekistan;2011;120069
Venezuela;2011;166279
Vietnam;2011;161286
Western Sahara;2011;271
Yemen;2011;20817
Zambia;2011;3386
Zimbabwe;2011;13395
Afghanistan;2012;608
Albania;2012;4739
Algeria;2012;126732
American Samoa;2012;21
Angola;2012;21641
Argentina;2012;181266
Armenia;2012;7161
Aruba;2012;413
Australia;2012;406376
Austria;2012;75378
Azerbaijan;2012;32761
Bahamas;2012;4565
Bahrain;2012;27797
Bangladesh;2012;52343
Barbados;2012;1314
Belarus;2012;78560
Belgium;2012;112993
Belize;2012;974
Benin;2012;4765
Bhutan;2012;653
Bolivia;2012;16795
Botswana;2012;4223
Brazil;2012;481939
Bulgaria;2012;50792
Burkina Faso;2012;1095
Burundi;2012;2537
Cambodia;2012;1546
Cameroon;2012;6900
Canada;2012;547593
Cape Verde;2012;165
Cayman Islands;2012;416
Central African Republic;2012;613
Chad;2012;169
Chile;2012;92554
China;2012;9868393
Colombia;2012;79916
Comoros;2012;287
Congo;2012;4528
Costa Rica;2012;7359
Croatia;2012;22772
Cuba;2012;39118
Cyprus;2012;7327
Czech Republic;2012;116997
Denmark;2012;39013
Djibouti;2012;2022
Dominica;2012;160
Dominican Republic;2012;23196
Ecuador;2012;33562
Egypt;2012;217994
El Salvador;2012;7329
Equatorial Guinea;2012;2635
Eritrea;2012;897
Estonia;2012;20047
Ethiopia;2012;7434
Fiji;2012;1279
Finland;2012;53689
France;2012;362493
